Proveedor,Texto breve material,CATEGORIA,CEDIS MOTOS,SUCURSAL,Centro,Almacén,IMEI/SERIE,Suma de Libre utilización,Suma de Valor libre util.,Suma de Bloqueado,Suma de Valor stock bloq.,Suma de Inspecc.de calidad,Suma de Valor en insp.cal.
BODESA,"MOTO BDS HAWK 250CC, AZUL",STREET,CEDIS TAB PXGL,CEDIS MACROPAY TABASCO PXGL,14,140,3SAAF1GA8T1001370,0,$0.00,0,$0,1,25788
BODESA,"MOTO BDS HAWK 250CC, AZUL",STREET,CEDIS TAB PXGL,CEDIS MACROPAY TABASCO PXGL,14,140,3SAAF1GAXT1001435,0,$0.00,0,$0,1,25788
BODESA,"MOTO BDS HAWK 250CC, AZUL",STREET,CEDIS TAB PXGL,CEDIS MACROPAY TABASCO PXGL,14,140,LGVSNPC04TZ202009,0,$0.00,0,$0,1,25788
BODESA,"MOTO BDS HAWK 250CC, AZUL",STREET,CEDIS TAB PXGL,CEDIS MACROPAY TABASCO PXGL,14,140,LGVSNPC05TZ202035,0,$0.00,1,$25788,0,0
BODESA,"MOTO BDS HAWK GT 250CC, AZUL",ADVENTURE,CEDIS TAB PXGL,CEDIS MACROPAY TABASCO PXGL,14,140,R66HYN1A1T1000850,0,$0.00,0,$0,1,39699
BODESA,"MOTO BDS JAMBO 220CC, ARENA",CUATRIMOTO,CEDIS CULIACAN,CEDIS CULIACAN,28,140,L9NYCMDAXT1001483,0,$0.00,0,$0,1,36999
BODESA,"MOTO BDS JAMBO 220CC, ARENA",CUATRIMOTO,CEDIS SALTILLO,CEDIS SALTILLO,29,140,L9NYCMDA1T1001713,0,$0.00,0,$0,1,37499
BODESA,"MOTO BDS JAMBO 220CC, ARENA",CUATRIMOTO,CEDIS SALTILLO,CEDIS SALTILLO,29,140,L9NYCMDA1V1000824,0,$0.00,0,$0,1,37499
BODESA,"MOTO BDS JAMBO 220CC, ARENA",CUATRIMOTO,CEDIS SALTILLO,CEDIS SALTILLO,29,140,L9NYCMDA2V1000833,0,$0.00,0,$0,1,37499
BODESA,"MOTO BDS JAMBO 220CC, ARENA",CUATRIMOTO,CEDIS SALTILLO,CEDIS SALTILLO,29,140,L9NYCMDA3V1000730,0,$0.00,0,$0,1,37499
BODESA,"MOTO BDS JAMBO 220CC, ARENA",CUATRIMOTO,CEDIS SALTILLO,CEDIS SALTILLO,29,140,L9NYCMDA5V1000700,0,$0.00,0,$0,1,37499
BODESA,"MOTO BDS JAMBO 220CC, ARENA",CUATRIMOTO,CEDIS SALTILLO,CEDIS SALTILLO,29,140,L9NYCMDA6V1000835,0,$0.00,0,$0,1,37499
BODESA,"MOTO BDS JAMBO 220CC, ARENA",CUATRIMOTO,CEDIS SALTILLO,CEDIS SALTILLO,29,140,L9NYCMDA7T1001702,0,$0.00,0,$0,1,37499
BODESA,"MOTO BDS JAMBO 220CC, ARENA",CUATRIMOTO,CEDIS SALTILLO,CEDIS SALTILLO,29,140,L9NYCMDAXT1002004,0,$0.00,0,$0,1,37499
BODESA,"MOTO BDS JAMBO 300CC, GRIS",CUATRIMOTO,CEDIS SAN LUIS,CEDIS SAN LUIS,27,140,H0JAJGB07T0002366,0,$0.00,0,$0,1,57999
BODESA,"MOTO BDS MAGMA 150CC, AZUL",STREET,CEDIS SALTILLO,CEDIS SALTILLO,29,140,LY4YJCKA8TK002985,0,$0.00,0,$0,1,21999
BODESA,"MOTO BDS MAGMA 150CC, AZUL",STREET,CEDIS TAB PXGL,CEDIS MACROPAY TABASCO PXGL,14,140,LY4YJCKA0TK001913,0,$0.00,0,$0,1,22199
BODESA,"MOTO BDS MAGMA 150CC, AZUL",STREET,CEDIS TAB PXGL,CEDIS MACROPAY TABASCO PXGL,14,140,LY4YJCKA0TK900240,0,$0.00,0,$0,1,22199
BODESA,"MOTO BDS MAGMA 150CC, AZUL",STREET,CEDIS TAB PXGL,CEDIS MACROPAY TABASCO PXGL,14,140,LY4YJCKA2TK900658,0,$0.00,0,$0,1,22199
BODESA,"MOTO BDS MAGMA 150CC, AZUL",STREET,CEDIS TAB PXGL,CEDIS MACROPAY TABASCO PXGL,14,140,LY4YJCKA4TK002546,0,$0.00,0,$0,1,22199
BODESA,"MOTO BDS MAGMA 150CC, AZUL",STREET,CEDIS TAB PXGL,CEDIS MACROPAY TABASCO PXGL,14,140,LY4YJCKA5TK001602,0,$0.00,0,$0,1,22199
BODESA,"MOTO BDS MAGMA 150CC, AZUL",STREET,CEDIS TAB PXGL,CEDIS MACROPAY TABASCO PXGL,14,140,LY4YJCKA5TK001924,0,$0.00,0,$0,1,22199
BODESA,"MOTO BDS MAGMA 150CC, AZUL",STREET,CEDIS TAB PXGL,CEDIS MACROPAY TABASCO PXGL,14,140,LY4YJCKAXTK001594,0,$0.00,0,$0,1,22199
BODESA,"MOTO BDS MAGMA 150CC, GRIS",STREET,CEDIS CULIACAN,CEDIS CULIACAN,28,140,LY4YJCKA5TK900783,0,$0.00,0,$0,1,21499
BODESA,"MOTO BDS MAGMA 150CC, GRIS",STREET,CEDIS CULIACAN,CEDIS CULIACAN,28,140,LY4YJCKAXTK900861,0,$0.00,0,$0,1,21499
BODESA,"MOTO BDS MAGMA 150CC, GRIS",STREET,CEDIS MID,CEDIS MERIDA PXGL,26,140,3SAAC1GC0T1000093,0,$0.00,0,$0,1,22199
BODESA,"MOTO BDS MAGMA 150CC, GRIS",STREET,CEDIS MID,CEDIS MERIDA PXGL,26,140,3SAAC1GC1T1000071,0,$0.00,0,$0,1,22199
BODESA,"MOTO BDS MAGMA 150CC, GRIS",STREET,CEDIS MID,CEDIS MERIDA PXGL,26,140,3SAAC1GC1T1000135,0,$0.00,0,$0,1,22199
BODESA,"MOTO BDS MAGMA 150CC, GRIS",STREET,CEDIS MID,CEDIS MERIDA PXGL,26,140,3SAAC1GC2T1000127,0,$0.00,0,$0,1,22199
BODESA,"MOTO BDS MAGMA 150CC, GRIS",STREET,CEDIS MID,CEDIS MERIDA PXGL,26,140,3SAAC1GC3T1000069,0,$0.00,0,$0,1,22199
BODESA,"MOTO BDS MAGMA 150CC, GRIS",STREET,CEDIS MID,CEDIS MERIDA PXGL,26,140,3SAAC1GCXT1000022,0,$0.00,0,$0,1,22199
BODESA,"MOTO BDS MAGMA 150CC, GRIS",STREET,CEDIS MID,CEDIS MERIDA PXGL,26,140,LY4YJCKA2TK900823,0,$0.00,0,$0,1,22199
BODESA,"MOTO BDS MAGMA 150CC, GRIS",STREET,CEDIS MID,CEDIS MERIDA PXGL,26,140,LY4YJCKA5TK900816,0,$0.00,0,$0,1,22199
BODESA,"MOTO BDS MAGMA 150CC, GRIS",STREET,CEDIS MID,CEDIS MERIDA PXGL,26,140,LY4YJCKA5TK900864,0,$0.00,0,$0,1,22199
BODESA,"MOTO BDS MAGMA 150CC, GRIS",STREET,CEDIS MID,CEDIS MERIDA PXGL,26,140,LY4YJCKA5TK900895,0,$0.00,0,$0,1,22199
BODESA,"MOTO BDS MAGMA 150CC, GRIS",STREET,CEDIS MID,CEDIS MERIDA PXGL,26,140,LY4YJCKA9TK900818,0,$0.00,0,$0,1,22199
BODESA,"MOTO BDS MAGMA 150CC, GRIS",STREET,CEDIS MID,CEDIS MERIDA PXGL,26,140,LY4YJCKA9TK900852,0,$0.00,0,$0,1,22199
BODESA,"MOTO BDS MAGMA 150CC, GRIS",STREET,CEDIS MID,CEDIS MERIDA PXGL,26,140,LY4YJCKAXTK900875,0,$0.00,0,$0,1,22199
BODESA,"MOTO BDS MAGMA 150CC, GRIS",STREET,CEDIS SAN LUIS,CEDIS SAN LUIS,27,140,LY4YJCKA5TK900847,0,$0.00,0,$0,1,21499
BODESA,"MOTO BDS MAGMA 150CC, GRIS",STREET,CEDIS SAN LUIS,CEDIS SAN LUIS,27,140,LY4YJCKA6TK900761,0,$0.00,0,$0,1,21499
BODESA,"MOTO BDS MAGMA 150CC, GRIS",STREET,CEDIS TAB PXGL,CEDIS MACROPAY TABASCO PXGL,14,140,LY4YJCKA0TK900903,0,$0.00,0,$0,1,22199
BODESA,"MOTO BDS MAGMA 150CC, GRIS",STREET,CEDIS TAB PXGL,CEDIS MACROPAY TABASCO PXGL,14,140,LY4YJCKA3TK900765,0,$0.00,0,$0,1,22199
BODESA,"MOTO BDS MAGMA 150CC, NEGRO",STREET,CEDIS CULIACAN,CEDIS CULIACAN,28,140,LY4YJCKA4TK900161,0,$0.00,0,$0,1,21499
BODESA,"MOTO BDS MAGMA 150CC, NEGRO",STREET,CEDIS CULIACAN,CEDIS CULIACAN,28,140,LY4YJCKA6TK900212,0,$0.00,0,$0,1,21499
BODESA,"MOTO BDS MAGMA 150CC, NEGRO",STREET,CEDIS TAB PXGL,CEDIS MACROPAY TABASCO PXGL,14,140,LY4YJCKA5TK004211,0,$0.00,0,$0,1,22199
BODESA,"MOTO BDS MAGMA 150CC, ROJO",STREET,CEDIS CULIACAN,CEDIS CULIACAN,28,140,LY4YJCKA0TK004522,0,$0.00,0,$0,1,21499
BODESA,"MOTO BDS MAGMA 150CC, ROJO",STREET,CEDIS CULIACAN,CEDIS CULIACAN,28,140,LY4YJCKA7TK004341,0,$0.00,0,$0,1,21499
BODESA,"MOTO BDS MAGMA 150CC, ROJO",STREET,CEDIS TAB PXGL,CEDIS MACROPAY TABASCO PXGL,14,140,LY4YJCKA5TK004726,0,$0.00,0,$0,1,22199
BODESA,"MOTO BDS RHINO 200CC, AZUL",CUATRIMOTO,CEDIS SALTILLO,CEDIS SALTILLO,29,140,L9NYCDLB1V1000199,0,$0.00,0,$0,1,29499
BODESA,"MOTO BDS RHINO 200CC, AZUL",CUATRIMOTO,CEDIS SALTILLO,CEDIS SALTILLO,29,140,L9NYCDLB1V1000946,0,$0.00,0,$0,1,29499
BODESA,"MOTO BDS RHINO 200CC, AZUL",CUATRIMOTO,CEDIS SALTILLO,CEDIS SALTILLO,29,140,L9NYCDLB2V1001054,0,$0.00,0,$0,1,29499
BODESA,"MOTO BDS RHINO 200CC, AZUL",CUATRIMOTO,CEDIS SALTILLO,CEDIS SALTILLO,29,140,L9NYCDLB5V1001095,0,$0.00,0,$0,1,29499
BODESA,"MOTO BDS RHINO 200CC, AZUL",CUATRIMOTO,CEDIS SALTILLO,CEDIS SALTILLO,29,140,L9NYCDLB6V1001381,0,$0.00,0,$0,1,29499
BODESA,"MOTO BDS RHINO 200CC, AZUL",CUATRIMOTO,CEDIS SALTILLO,CEDIS SALTILLO,29,140,L9NYCDLB7V1000210,0,$0.00,0,$0,1,29499
BODESA,"MOTO BDS RHINO 200CC, AZUL",CUATRIMOTO,CEDIS SALTILLO,CEDIS SALTILLO,29,140,L9NYCDLB8V1001432,0,$0.00,0,$0,1,29499
BODESA,"MOTO BDS RHINO 200CC, AZUL",CUATRIMOTO,CEDIS SALTILLO,CEDIS SALTILLO,29,140,L9NYCDLB9V1000211,0,$0.00,0,$0,1,29499
BODESA,"MOTO BDS RHINO 200CC, AZUL",CUATRIMOTO,CEDIS SALTILLO,CEDIS SALTILLO,29,140,L9NYCDLB9V1001018,0,$0.00,0,$0,1,29499
BODESA,"MOTO BDS RHINO 200CC, AZUL",CUATRIMOTO,CEDIS SAN LUIS,CEDIS SAN LUIS,27,140,L9NYCDLB2T1001357,0,$0.00,0,$0,1,28999
BODESA,"MOTO BDS RHINO 200CC, AZUL",CUATRIMOTO,CEDIS SAN LUIS,CEDIS SAN LUIS,27,140,L9NYCDLB3V1001144,0,$0.00,0,$0,1,28999
BODESA,"MOTO BDS RHINO 200CC, AZUL",CUATRIMOTO,CEDIS SAN LUIS,CEDIS SAN LUIS,27,140,L9NYCDLB6V1001073,0,$0.00,0,$0,1,28999
BODESA,"MOTO BDS RHINO 200CC, AZUL",CUATRIMOTO,CEDIS SAN LUIS,CEDIS SAN LUIS,27,140,L9NYCDLB9V1000922,0,$0.00,0,$0,1,28999
BODESA,"MOTO BDS RHINO 200CC, AZUL",CUATRIMOTO,CEDIS TAB PXGL,CEDIS MACROPAY TABASCO PXGL,14,140,L9NYCDLB1V1001045,0,$0.00,0,$0,1,29699
BODESA,"MOTO BDS RHINO 200CC, AZUL",CUATRIMOTO,CEDIS TAB PXGL,CEDIS MACROPAY TABASCO PXGL,14,140,L9NYCDLB4V1000939,0,$0.00,0,$0,1,29699
BODESA,"MOTO BDS RHINO 200CC, AZUL",CUATRIMOTO,CEDIS TAB PXGL,CEDIS MACROPAY TABASCO PXGL,14,140,L9NYCDLBXV1001433,0,$0.00,0,$0,1,29699
BODESA,"MOTO BDS SAETA 150CC, AZUL",SEMIAUTOMATICA,CEDIS CDMX,CE. LOG. PXGL,21,140,LXYSC1GAXS1859120,0,$0.00,1,$16241,0,0
BODESA,"MOTO BDS SAETA 150CC, AZUL",SEMIAUTOMATICA,CEDIS CULIACAN,CEDIS CULIACAN,28,140,LDLXCKLA5T1005596,0,$0.00,0,$0,1,15850
BODESA,"MOTO BDS SAETA 150CC, AZUL",SEMIAUTOMATICA,CEDIS CULIACAN,CEDIS CULIACAN,28,140,LDLXCKLA5T1005601,0,$0.00,0,$0,1,15850
BODESA,"MOTO BDS SAETA 150CC, AZUL",SEMIAUTOMATICA,CEDIS CULIACAN,CEDIS CULIACAN,28,140,LDLXCKLA7T1005521,0,$0.00,0,$0,1,15850
BODESA,"MOTO BDS SAETA 150CC, AZUL",SEMIAUTOMATICA,CEDIS SALTILLO,CEDIS SALTILLO,29,140,LDLXCKLA4T1034684,0,$0.00,0,$0,1,16350
BODESA,"MOTO BDS SAETA 150CC, AZUL",SEMIAUTOMATICA,CEDIS SAN LUIS,CEDIS SAN LUIS,27,140,LDLXCKLA1T1034867,0,$0.00,0,$0,1,15850
BODESA,"MOTO BDS SAETA 150CC, AZUL",SEMIAUTOMATICA,CEDIS SAN LUIS,CEDIS SAN LUIS,27,140,LDLXCKLA8T1034865,0,$0.00,0,$0,1,15850
BODESA,"MOTO BDS SAETA 150CC, AZUL",SEMIAUTOMATICA,CEDIS TAB PXGL,CEDIS MACROPAY TABASCO PXGL,14,140,LDLXCKLA5T1034712,0,$0.00,0,$0,1,16996
BODESA,"MOTO BDS SAETA 150CC, AZUL",SEMIAUTOMATICA,CEDIS TAB PXGL,CEDIS MACROPAY TABASCO PXGL,14,140,LDLXCKLA5T1034869,0,$0.00,0,$0,1,16996
BODESA,"MOTO BDS SAETA 150CC, AZUL",SEMIAUTOMATICA,CEDIS TAB PXGL,CEDIS MACROPAY TABASCO PXGL,14,140,LDLXCKLA6T1034704,0,$0.00,0,$0,1,16996
BODESA,"MOTO BDS SAETA 150CC, AZUL",SEMIAUTOMATICA,CEDIS TAB PXGL,CEDIS MACROPAY TABASCO PXGL,14,140,LDLXCKLA6T1034766,0,$0.00,0,$0,1,16996
BODESA,"MOTO BDS SAETA 150CC, AZUL",SEMIAUTOMATICA,CEDIS TAB PXGL,CEDIS MACROPAY TABASCO PXGL,14,140,LDLXCKLA9T1034681,0,$0.00,0,$0,1,16996
BODESA,"MOTO BDS SB 180CC, BLANCO",SCOOTER,CEDIS SALTILLO,CEDIS SALTILLO,29,140,3SABJ1GA8T1000240,0,$0.00,0,$0,1,19000
BODESA,"MOTO BDS SB 180CC, BLANCO",SCOOTER,CEDIS SAN LUIS,CEDIS SAN LUIS,27,140,HZ2TCAL92TZ040022,0,$0.00,0,$0,1,18500
BODESA,"MOTO BDS SB 180CC, BLANCO",SCOOTER,CEDIS TAB PXGL,CEDIS MACROPAY TABASCO PXGL,14,140,HZ2TCAL92VZ040010,0,$0.00,0,$0,1,19200
BODESA,"MOTO BDS SB 180CC, BLANCO",SCOOTER,CEDIS TAB PXGL,CEDIS MACROPAY TABASCO PXGL,14,140,HZ2TCAL95VZ040003,0,$0.00,0,$0,1,19200
BODESA,"MOTO BDS SB 180CC, NEGRO",SCOOTER,CEDIS SALTILLO,CEDIS SALTILLO,29,140,3SABJ1GA1T1000015,0,$0.00,0,$0,1,19000
BODESA,"MOTO BDS SB 180CC, NEGRO",SCOOTER,CEDIS SALTILLO,CEDIS SALTILLO,29,140,3SABJ1GA2T1000041,0,$0.00,0,$0,1,19000
BODESA,"MOTO BDS SB 180CC, NEGRO",SCOOTER,CEDIS SALTILLO,CEDIS SALTILLO,29,140,3SABJ1GA5T1000096,0,$0.00,0,$0,1,19000
BODESA,"MOTO BDS SB 180CC, NEGRO",SCOOTER,CEDIS SALTILLO,CEDIS SALTILLO,29,140,3SABJ1GA8T1000092,0,$0.00,0,$0,1,19000
BODESA,"MOTO BDS SB 180CC, NEGRO",SCOOTER,CEDIS SALTILLO,CEDIS SALTILLO,29,140,3SABJ1GAXT1000210,0,$0.00,0,$0,1,19000
BODESA,"MOTO BDS SB 180CC, NEGRO",SCOOTER,CEDIS SAN LUIS,CEDIS SAN LUIS,27,140,3SABJ1GA7T1000505,0,$0.00,0,$0,1,18500
BODESA,"MOTO BDS SB 180CC, NEGRO",SCOOTER,CEDIS SAN LUIS,CEDIS SAN LUIS,27,140,3SABJ1GA8T1000464,0,$0.00,0,$0,1,18500
BODESA,"MOTO BDS SB 180CC, NEGRO",SCOOTER,CEDIS SAN LUIS,CEDIS SAN LUIS,27,140,HZ2TCAL9XTZ000304,0,$0.00,0,$0,1,18500
BODESA,"MOTO BDS SB 180CC, NEGRO",SCOOTER,CEDIS TAB PXGL,CEDIS MACROPAY TABASCO PXGL,14,140,3SABJ1GA0T1000510,0,$0.00,0,$0,1,19311
BODESA,"MOTO BDS SB 180CC, NEGRO",SCOOTER,CEDIS TAB PXGL,CEDIS MACROPAY TABASCO PXGL,14,140,3SABJ1GA1T1000340,0,$0.00,0,$0,1,19311
BODESA,"MOTO BDS SB 180CC, NEGRO",SCOOTER,CEDIS TAB PXGL,CEDIS MACROPAY TABASCO PXGL,14,140,3SABJ1GA4T1000431,0,$0.00,0,$0,1,19311
BODESA,"MOTO BDS SB 180CC, NEGRO",SCOOTER,CEDIS TAB PXGL,CEDIS MACROPAY TABASCO PXGL,14,140,3SABJ1GA7T1000309,0,$0.00,0,$0,1,19311
BODESA,"MOTO BDS SB 180CC, NEGRO",SCOOTER,CEDIS TAB PXGL,CEDIS MACROPAY TABASCO PXGL,14,140,3SABJ1GA9T1000361,0,$0.00,0,$0,1,19311
BODESA,"MOTO BDS SB 180CC, NEGRO",SCOOTER,CEDIS TAB PXGL,CEDIS MACROPAY TABASCO PXGL,14,140,HZ2TCAL93VZ040128,0,$0.00,0,$0,1,19311
BODESA,"MOTO BDS SB 180CC, NEGRO",SCOOTER,CEDIS TAB PXGL,CEDIS MACROPAY TABASCO PXGL,14,140,HZ2TCAL93VZ040162,0,$0.00,0,$0,1,19311
BODESA,"MOTO BDS SB 180CC, NEGRO",SCOOTER,CEDIS TAB PXGL,CEDIS MACROPAY TABASCO PXGL,14,140,HZ2TCAL99VZ040098,0,$0.00,0,$0,1,19311
BODESA,"MOTO BDS SB 180CC, NEGRO",SCOOTER,CEDIS TAB PXGL,CEDIS MACROPAY TABASCO PXGL,14,140,HZ2TCAL99VZ040134,0,$0.00,0,$0,1,19311
BODESA,"MOTO BDS STARK 220CC, ROJO",DOBLE PROPOSITO,CEDIS CULIACAN,CEDIS CULIACAN,28,140,3SACK1GA1T1000288,0,$0.00,0,$0,1,19850
BODESA,"MOTO BDS STARK 220CC, ROJO",DOBLE PROPOSITO,CEDIS CULIACAN,CEDIS CULIACAN,28,140,3SACK1GA3T1000261,0,$0.00,0,$0,1,19850
BODESA,"MOTO BDS STARK 220CC, ROJO",DOBLE PROPOSITO,CEDIS CULIACAN,CEDIS CULIACAN,28,140,3SACK1GA5T1000083,0,$0.00,0,$0,1,19850
BODESA,"MOTO BDS STARK 220CC, ROJO",DOBLE PROPOSITO,CEDIS CULIACAN,CEDIS CULIACAN,28,140,3SACK1GA5T1000097,0,$0.00,0,$0,1,19850
BODESA,"MOTO BDS STARK 220CC, ROJO",DOBLE PROPOSITO,CEDIS CULIACAN,CEDIS CULIACAN,28,140,3SACK1GA5T1000178,0,$0.00,0,$0,1,19850
BODESA,"MOTO BDS STARK 220CC, ROJO",DOBLE PROPOSITO,CEDIS CULIACAN,CEDIS CULIACAN,28,140,3SACK1GA7T1000179,0,$0.00,0,$0,1,19850
BODESA,"MOTO BDS STARK 220CC, ROJO",DOBLE PROPOSITO,CEDIS CULIACAN,CEDIS CULIACAN,28,140,3SACK1GAXT1000113,0,$0.00,0,$0,1,19850
BODESA,"MOTO BDS STARK 220CC, ROJO",DOBLE PROPOSITO,CEDIS CULIACAN,CEDIS CULIACAN,28,140,3SACK1GAXT1000211,0,$0.00,0,$0,1,19850
BODESA,"MOTO BDS STARK 220CC, ROJO",DOBLE PROPOSITO,CEDIS SALTILLO,CEDIS SALTILLO,29,140,3SACK1GA0V1000575,0,$0.00,0,$0,1,20350
BODESA,"MOTO BDS STARK 220CC, ROJO",DOBLE PROPOSITO,CEDIS SALTILLO,CEDIS SALTILLO,29,140,3SACK1GA0V1000592,0,$0.00,0,$0,1,20350
BODESA,"MOTO BDS STARK 220CC, ROJO",DOBLE PROPOSITO,CEDIS SALTILLO,CEDIS SALTILLO,29,140,3SACK1GA1V1000522,0,$0.00,0,$0,1,20350
BODESA,"MOTO BDS STARK 220CC, ROJO",DOBLE PROPOSITO,CEDIS SALTILLO,CEDIS SALTILLO,29,140,3SACK1GA2V1000433,0,$0.00,0,$0,1,20350
BODESA,"MOTO BDS STARK 220CC, ROJO",DOBLE PROPOSITO,CEDIS SALTILLO,CEDIS SALTILLO,29,140,3SACK1GA9V1000526,0,$0.00,0,$0,1,20350
BODESA,"MOTO BDS STARK 220CC, ROJO",DOBLE PROPOSITO,CEDIS TAB PXGL,CEDIS MACROPAY TABASCO PXGL,14,140,3SACK1GA0T1000136,0,$0.00,0,$0,1,20607
BODESA,"MOTO BDS STARK 220CC, ROJO",DOBLE PROPOSITO,CEDIS TAB PXGL,CEDIS MACROPAY TABASCO PXGL,14,140,3SACK1GA1T1000176,0,$0.00,0,$0,1,20607
BODESA,"MOTO BDS STARK 220CC, ROJO",DOBLE PROPOSITO,CEDIS TAB PXGL,CEDIS MACROPAY TABASCO PXGL,14,140,3SACK1GA2T1000042,0,$0.00,0,$0,1,20607
BODESA,"MOTO BDS STARK 220CC, ROJO",DOBLE PROPOSITO,CEDIS TAB PXGL,CEDIS MACROPAY TABASCO PXGL,14,140,3SACK1GA6T1000027,0,$0.00,0,$0,1,20607
BODESA,"MOTO BDS STARK 220CC, ROJO",DOBLE PROPOSITO,CEDIS TAB PXGL,CEDIS MACROPAY TABASCO PXGL,14,140,3SACK1GA6T1000125,0,$0.00,0,$0,1,20607
BODESA,"MOTO BDS STARK 220CC, ROJO",DOBLE PROPOSITO,CEDIS TAB PXGL,CEDIS MACROPAY TABASCO PXGL,14,140,3SACK1GA6T1000139,0,$0.00,0,$0,1,20607
BODESA,"MOTO BDS STARK 220CC, ROJO",DOBLE PROPOSITO,CEDIS TAB PXGL,CEDIS MACROPAY TABASCO PXGL,14,140,3SACK1GA6T1000187,0,$0.00,0,$0,1,20607
BODESA,"MOTO BDS STARK 220CC, ROJO",DOBLE PROPOSITO,CEDIS TAB PXGL,CEDIS MACROPAY TABASCO PXGL,14,140,3SACK1GA7T1000019,0,$0.00,0,$0,1,20607
BODESA,"MOTO BDS STARK 220CC, ROJO",DOBLE PROPOSITO,CEDIS TAB PXGL,CEDIS MACROPAY TABASCO PXGL,14,140,3SACK1GAXT1000130,0,$0.00,0,$0,1,20607
BODESA,"MOTO BDS STARK 250CC, GRIS",DOBLE PROPOSITO,CEDIS CULIACAN,CEDIS CULIACAN,28,140,LB425YCB3TC012766,0,$0.00,1,$24999,0,0
BODESA,"MOTO BDS STARK 250CC, GRIS",DOBLE PROPOSITO,CEDIS CULIACAN,CEDIS CULIACAN,28,140,LB425YCB4TC012839,0,$0.00,1,$24999,0,0
BODESA,"MOTO BDS STARK 250CC, GRIS",DOBLE PROPOSITO,CEDIS MID,CEDIS MERIDA PXGL,26,140,LB425YCB2TC012693,0,$0.00,0,$0,1,26151
BODESA,"MOTO BDS STARK 250CC, GRIS",DOBLE PROPOSITO,CEDIS MID,CEDIS MERIDA PXGL,26,140,LB425YCB6TC012664,0,$0.00,0,$0,1,26151
BODESA,"MOTO BDS STARK 250CC, GRIS",DOBLE PROPOSITO,CEDIS MID,CEDIS MERIDA PXGL,26,140,LB425YCB6TC012700,0,$0.00,0,$0,1,26151
BODESA,"MOTO BDS STARK 250CC, GRIS",DOBLE PROPOSITO,CEDIS SALTILLO,CEDIS SALTILLO,29,140,LB425YCB5TC012722,0,$0.00,0,$0,1,25499
BODESA,"MOTO BDS STARK 250CC, ROJO",DOBLE PROPOSITO,CEDIS CDMX,CE. LOG. PXGL,21,140,LB425YCBXTC017415,0,$0.00,1,$24998,0,0
BODESA,"MOTO BDS STARK 250CC, ROJO",DOBLE PROPOSITO,CEDIS CULIACAN,CEDIS CULIACAN,28,140,LB425YCB3TC017403,0,$0.00,0,$0,1,24999
BODESA,"MOTO BDS STARK 250CC, ROJO",DOBLE PROPOSITO,CEDIS SALTILLO,CEDIS SALTILLO,29,140,LB425YCB6TC017458,0,$0.00,0,$0,1,25499
BODESA,"MOTO BDS STARK 250CC, ROJO",DOBLE PROPOSITO,CEDIS SALTILLO,CEDIS SALTILLO,29,140,LB425YCB9TC012593,0,$0.00,0,$0,1,25499
BODESA,"MOTO BDS STARK 250CC, ROJO",DOBLE PROPOSITO,CEDIS SALTILLO,CEDIS SALTILLO,29,140,LB425YCBXTC012635,0,$0.00,0,$0,1,25499
BODESA,"MOTO BDS STARK 300CC, AZUL",DOBLE PROPOSITO,CEDIS CULIACAN,CEDIS CULIACAN,28,140,3SACG1GA5T1000943,0,$0.00,0,$0,1,26999
BODESA,"MOTO BDS STARK 300CC, AZUL",DOBLE PROPOSITO,CEDIS CULIACAN,CEDIS CULIACAN,28,140,3SACG1GA7T1000961,0,$0.00,0,$0,1,26999
BODESA,"MOTO BDS STARK 300CC, AZUL",DOBLE PROPOSITO,CEDIS CULIACAN,CEDIS CULIACAN,28,140,LB430Y5J4TC017255,0,$0.00,0,$0,1,26999
BODESA,"MOTO BDS STARK 300CC, AZUL",DOBLE PROPOSITO,CEDIS CULIACAN,CEDIS CULIACAN,28,140,LB430Y5J6TC016852,0,$0.00,0,$0,1,26999
BODESA,"MOTO BDS STARK 300CC, AZUL",DOBLE PROPOSITO,CEDIS CULIACAN,CEDIS CULIACAN,28,140,LB430Y5J7TC017217,0,$0.00,0,$0,1,26999
BODESA,"MOTO BDS STARK 300CC, AZUL",DOBLE PROPOSITO,CEDIS CULIACAN,CEDIS CULIACAN,28,140,LB430Y5J8TC016903,0,$0.00,0,$0,1,26999
BODESA,"MOTO BDS STARK 300CC, AZUL",DOBLE PROPOSITO,CEDIS MID,CEDIS MERIDA PXGL,26,140,3SACG1GA1T1001202,0,$0.00,0,$0,1,27699
BODESA,"MOTO BDS STARK 300CC, AZUL",DOBLE PROPOSITO,CEDIS MID,CEDIS MERIDA PXGL,26,140,3SACG1GA1T1001264,0,$0.00,0,$0,1,27699
BODESA,"MOTO BDS STARK 300CC, AZUL",DOBLE PROPOSITO,CEDIS MID,CEDIS MERIDA PXGL,26,140,3SACG1GA4T1001212,0,$0.00,0,$0,1,27699
BODESA,"MOTO BDS STARK 300CC, AZUL",DOBLE PROPOSITO,CEDIS SALTILLO,CEDIS SALTILLO,29,140,3SACG1GA5T1001378,0,$0.00,0,$0,1,27499
BODESA,"MOTO BDS STARK 300CC, AZUL",DOBLE PROPOSITO,CEDIS SALTILLO,CEDIS SALTILLO,29,140,3SACG1GA6T1001311,0,$0.00,0,$0,1,27499
