Proveedor,Texto breve material,Material,CEDIS MOTOS,Centro,SUCURSAL,Año,Mes,Día,Suma de Cantidad
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, AZUL",109969004,CEDIS MID,1738,MACROPAY CHT MOTOS OTHON,2026,junio,20,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, AZUL",109969004,CEDIS MID,1738,MACROPAY CHT MOTOS OTHON,2026,julio,16,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, AZUL",109969004,CEDIS MID,1752,MACROPAY CUN PLAZA HEROES MOTOS,2026,julio,27,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, AZUL",109969004,CEDIS MID,1754,MACROPAY CAMPECHE CALLE 53 CATEDRAL,2026,junio,20,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, AZUL",109969004,CEDIS MID,1754,MACROPAY CAMPECHE CALLE 53 CATEDRAL,2026,julio,22,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, AZUL",109969004,CEDIS MID,1810,MACROPAY PLAYA DEL C. AV JUAREZ,2026,julio,24,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, AZUL",109969004,CEDIS MID,1877,MACROPAY CUN CHEDRAUI MUNDO MAYA,2026,junio,21,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, AZUL",109969004,CEDIS MID,1877,MACROPAY CUN CHEDRAUI MUNDO MAYA,2026,julio,29,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, AZUL",109969004,CEDIS MID,1907,MACROPAY IZAMAL MOTOS,2026,julio,19,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, AZUL",109969004,CEDIS MID,1909,MACROPAY PLAYA AV JUAREZ PLUS,2026,julio,31,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, AZUL",109969004,CEDIS MID,1934,MACROPAY PROGRESO MOTOS CALLE 27,2026,junio,23,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, AZUL",109969004,CEDIS MID,3003,MACROPAY PLAYA DEL C. AMERICAS L23,2026,julio,17,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, AZUL",109969004,CEDIS SAN LUIS,1892,MACROPAY CELAYA PARQUE LB16,2026,agosto,1,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, AZUL",109969004,CEDIS TAB PXGL,1094,MACROPAY MACUSPANA MIGUEL H 332,2026,julio,9,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, AZUL",109969004,CEDIS TAB PXGL,1211,MACROPAY COMALCALCO CHEDRAUI L 2,2026,junio,24,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, AZUL",109969004,CEDIS TAB PXGL,1760,MACROPAY VERACRUZ CD ISLA RAUL SANDOVAL,2026,julio,14,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, AZUL",109969004,CEDIS TAB PXGL,1796,MACROPAY COATZACOALCOS JUAREZ MOTOS,2026,agosto,1,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, AZUL",109969004,CEDIS TAB PXGL,1811,MACROPAY CD DEL CARMEN CALLE 22 MOTOS,2026,julio,1,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, AZUL",109969004,CEDIS TAB PXGL,1811,MACROPAY CD DEL CARMEN CALLE 22 MOTOS,2026,julio,16,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, AZUL",109969004,CEDIS TAB PXGL,1819,MACROPAY PARAISO CENTRO,2026,junio,25,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, AZUL",109969004,CEDIS TAB PXGL,1827,MACROPAY MINATITLAN MIGUEL HID MOTOS,2026,julio,17,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, AZUL",109969004,CEDIS TAB PXGL,1875,MACROPAY TUX MOTOS NOVENA SUR,2026,junio,26,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, AZUL",109969004,CEDIS TAB PXGL,1875,MACROPAY TUX MOTOS NOVENA SUR,2026,agosto,2,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, NEGRO",109969001,CEDIS CDMX,1137,MACROPAY TEHUACAN AGUSTIN,2026,julio,19,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, NEGRO",109969001,CEDIS CDMX,1233,MACROPAY HUEJOTZINGO CARLOS B ZETINA,2026,julio,14,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, NEGRO",109969001,CEDIS CDMX,1257,MACROPAY IXMIQUILPAN PLAZA LNL29,2026,julio,26,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, NEGRO",109969001,CEDIS CDMX,1301,MACROPAY CHIMALHUACAN PLAZA L48,2026,julio,18,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, NEGRO",109969001,CEDIS CDMX,1769,MACROPAY HUAMANTLA MORELOS PTE,2026,julio,13,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, NEGRO",109969001,CEDIS MID,1021,MACROPAY MID SENDERO SUPER,2026,julio,23,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, NEGRO",109969001,CEDIS MID,1036,MACROPAY CHT HEROES 109,2026,julio,18,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, NEGRO",109969001,CEDIS MID,1100,MACROPAY MID MOTOS CALLE 56,2026,julio,18,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, NEGRO",109969001,CEDIS MID,1752,MACROPAY CUN PLAZA HEROES MOTOS,2026,julio,14,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, NEGRO",109969001,CEDIS MID,1877,MACROPAY CUN CHEDRAUI MUNDO MAYA,2026,julio,14,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, NEGRO",109969001,CEDIS MID,1907,MACROPAY IZAMAL MOTOS,2026,julio,28,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, NEGRO",109969001,CEDIS MID,1909,MACROPAY PLAYA AV JUAREZ PLUS,2026,julio,13,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, NEGRO",109969001,CEDIS MID,1934,MACROPAY PROGRESO MOTOS CALLE 27,2026,julio,20,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, NEGRO",109969001,CEDIS MID,2012,MACROPAY CUN MULTIPLAZA PLAZA B3,2026,julio,19,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, NEGRO",109969001,CEDIS TAB PXGL,1099,MACROPAY COMALCALCO SANCHEZ,2026,julio,25,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, NEGRO",109969001,CEDIS TAB PXGL,1211,MACROPAY COMALCALCO CHEDRAUI L 2,2026,agosto,1,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, NEGRO",109969001,CEDIS TAB PXGL,1796,MACROPAY COATZACOALCOS JUAREZ MOTOS,2026,julio,16,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, NEGRO",109969001,CEDIS TAB PXGL,1819,MACROPAY PARAISO CENTRO,2026,julio,22,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, NEGRO",109969001,CEDIS TAB PXGL,1827,MACROPAY MINATITLAN MIGUEL HID MOTOS,2026,julio,16,2
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, NEGRO",109969001,CEDIS TAB PXGL,1860,MACROPAY JUAN RODRIGUEZ VER CENTRO,2026,julio,13,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, NEGRO",109969001,CEDIS TAB PXGL,1868,MACROPAY MATIAS ROMERO MOTOS CENTRO,2026,julio,30,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, NEGRO",109969001,CEDIS TAB PXGL,1875,MACROPAY TUX MOTOS NOVENA SUR,2026,julio,16,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, PERLA",109969003,CEDIS CDMX,1128,MACROPAY OCOTLAN  ALDANA,2026,julio,14,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, PERLA",109969003,CEDIS CDMX,1159,MACROPAY TEXMELUCAN GRAN PLAZA L9,2026,junio,7,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, PERLA",109969003,CEDIS CDMX,1162,MACROPAY CORDOBA PLAZA CRYSTAL,2026,julio,2,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, PERLA",109969003,CEDIS CDMX,1162,MACROPAY CORDOBA PLAZA CRYSTAL,2026,julio,16,0
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, PERLA",109969003,CEDIS CDMX,1217,MACROPAY XALAPA CRISTAL L 32,2026,junio,20,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, PERLA",109969003,CEDIS CDMX,1240,MACROPAY TIZAYUCA BULEVAR,2026,junio,21,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, PERLA",109969003,CEDIS CDMX,1274,MACROPAY CIUDAD CARDEL AZUETA,2026,mayo,31,2
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, PERLA",109969003,CEDIS CDMX,1282,MACROPAY TEPATEPEC ZAPATA,2026,junio,25,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, PERLA",109969003,CEDIS CDMX,1301,MACROPAY CHIMALHUACAN PLAZA L48,2026,junio,12,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, PERLA",109969003,CEDIS CDMX,1301,MACROPAY CHIMALHUACAN PLAZA L48,2026,julio,3,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, PERLA",109969003,CEDIS CDMX,1407,MACROPAY COACALCO COSMOPOL LE125,2026,junio,6,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, PERLA",109969003,CEDIS CDMX,1473,MACROPAY CDMX CHEDRAUI ANFORA L20,2026,junio,20,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, PERLA",109969003,CEDIS CDMX,1475,MACROPAY ZUMPANGO FEDERICO GOMEZ,2026,junio,14,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, PERLA",109969003,CEDIS CDMX,1528,MACROPAY CUERNA CHEDRAUI FLORES MAGON L7,2026,junio,15,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, PERLA",109969003,CEDIS CDMX,1564,MACROPAY CDMX CHEDRAUI TENAYUCA L6-7,2026,junio,18,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, PERLA",109969003,CEDIS CDMX,1564,MACROPAY CDMX CHEDRAUI TENAYUCA L6-7,2026,junio,19,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, PERLA",109969003,CEDIS CDMX,1597,MACROPAY CHICOLOAPAN SORIANA SAN VICENTE,2026,junio,1,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, PERLA",109969003,CEDIS CDMX,1708,MACROPAY VER PASO DEL MACHO MADERO L5,2026,junio,5,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, PERLA",109969003,CEDIS CDMX,1711,MACROPAY ECATEPEC PATIO L2,2026,julio,12,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, PERLA",109969003,CEDIS CDMX,1721,MACROPAY VERACRUZ AV MATAMOROS NORTE,2026,mayo,30,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, PERLA",109969003,CEDIS CDMX,1721,MACROPAY VERACRUZ AV MATAMOROS NORTE,2026,junio,11,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, PERLA",109969003,CEDIS CDMX,1747,MACROPAY TOLUCA HIDALGO MOTOS,2026,julio,8,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, PERLA",109969003,CEDIS CDMX,1769,MACROPAY HUAMANTLA MORELOS PTE,2026,junio,21,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, PERLA",109969003,CEDIS CDMX,1780,MACROPAY CDMX PARQUE TEPEYAC L204,2026,junio,23,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, PERLA",109969003,CEDIS CDMX,1830,MACROPAY TECAMAC MACROPLAZA LF14,2026,mayo,31,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, PERLA",109969003,CEDIS CDMX,1830,MACROPAY TECAMAC MACROPLAZA LF14,2026,junio,2,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, PERLA",109969003,CEDIS CDMX,1830,MACROPAY TECAMAC MACROPLAZA LF14,2026,junio,12,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, PERLA",109969003,CEDIS CDMX,1845,MACROPAY CDMX PLAZA TEPEYAC L55,2026,julio,9,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, PERLA",109969003,CEDIS CDMX,1854,MACROPAY JOJUTLA CENTRO,2026,junio,7,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, PERLA",109969003,CEDIS CDMX,1883,MACROPAY VER CENTRO HIDALGO,2026,mayo,30,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, PERLA",109969003,CEDIS CDMX,1883,MACROPAY VER CENTRO HIDALGO,2026,junio,18,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, PERLA",109969003,CEDIS CDMX,1895,PUEBLA 18 PONIENTE,2026,junio,1,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, PERLA",109969003,CEDIS CDMX,1895,PUEBLA 18 PONIENTE,2026,junio,7,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, PERLA",109969003,CEDIS CDMX,1895,PUEBLA 18 PONIENTE,2026,agosto,2,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, PERLA",109969003,CEDIS CDMX,1906,MACROPAY CIUDAD CARDEL CENTRO,2026,junio,8,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, PERLA",109969003,CEDIS GDL,1812,MACROPAY MICH LAZARO CARDENAS CENTRO,2026,julio,8,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, PERLA",109969003,CEDIS GDL,1812,MACROPAY MICH LAZARO CARDENAS CENTRO,2026,julio,19,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, PERLA",109969003,CEDIS GDL,1867,MACROPAY TEPIC CENTRO,2026,agosto,1,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, PERLA",109969003,CEDIS MID,1015,MACROPAY MID EULOGIO,2026,junio,21,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, PERLA",109969003,CEDIS MID,1102,MACROPAY CHT AMERICAS L67,2026,junio,20,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, PERLA",109969003,CEDIS MID,1738,MACROPAY CHT MOTOS OTHON,2026,junio,4,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, PERLA",109969003,CEDIS MID,1748,MACROPAY VALLADOLID MOTOS CALLE 39,2026,junio,8,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, PERLA",109969003,CEDIS MID,1748,MACROPAY VALLADOLID MOTOS CALLE 39,2026,julio,18,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, PERLA",109969003,CEDIS MID,1748,MACROPAY VALLADOLID MOTOS CALLE 39,2026,julio,25,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, PERLA",109969003,CEDIS MID,1752,MACROPAY CUN PLAZA HEROES MOTOS,2026,junio,18,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, PERLA",109969003,CEDIS MID,1752,MACROPAY CUN PLAZA HEROES MOTOS,2026,junio,26,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, PERLA",109969003,CEDIS MID,1810,MACROPAY PLAYA DEL C. AV JUAREZ,2026,mayo,30,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, PERLA",109969003,CEDIS MID,1877,MACROPAY CUN CHEDRAUI MUNDO MAYA,2026,mayo,31,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, PERLA",109969003,CEDIS MID,1877,MACROPAY CUN CHEDRAUI MUNDO MAYA,2026,junio,4,2
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, PERLA",109969003,CEDIS MID,1877,MACROPAY CUN CHEDRAUI MUNDO MAYA,2026,junio,6,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, PERLA",109969003,CEDIS MID,1877,MACROPAY CUN CHEDRAUI MUNDO MAYA,2026,junio,26,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, PERLA",109969003,CEDIS SALTILLO,1386,MACROPAY MTY INTERPLAZA L104,2026,junio,27,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, PERLA",109969003,CEDIS SALTILLO,1772,MACROPAY TORREON CENTRO,2026,julio,8,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, PERLA",109969003,CEDIS TAB PXGL,1218,MACROPAY COMALCALCO REFORMA,2026,junio,23,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, PERLA",109969003,CEDIS TAB PXGL,1610,MACROPAY VER LAS CHOAPAS PLAN DE AYALA,2026,junio,30,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, PERLA",109969003,CEDIS TAB PXGL,1796,MACROPAY COATZACOALCOS JUAREZ MOTOS,2026,junio,22,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, PERLA",109969003,CEDIS TAB PXGL,1827,MACROPAY MINATITLAN MIGUEL HID MOTOS,2026,junio,25,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, PERLA",109969003,CEDIS TAB PXGL,1868,MACROPAY MATIAS ROMERO MOTOS CENTRO,2026,junio,30,1
BAJAJ,"MOTO BAJAJ PULSAR N 160CC, PERLA",109969003,CEDIS TAB PXGL,1875,MACROPAY TUX MOTOS NOVENA SUR,2026,junio,22,1
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AMARILLO",110080003,CEDIS CDMX,1130,MACROPAY OAX VICTORIA,2026,junio,14,1
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AMARILLO",110080003,CEDIS CDMX,1301,MACROPAY CHIMALHUACAN PLAZA L48,2026,junio,7,1
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AMARILLO",110080003,CEDIS CDMX,1453,MACROPAY PACHUCA ZARAGOZA 100-B,2026,junio,16,1
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AMARILLO",110080003,CEDIS CDMX,1458,MACROPAY NEZA CHEDRAUI ESTADIO,2026,junio,24,1
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AMARILLO",110080003,CEDIS CDMX,1528,MACROPAY CUERNA CHEDRAUI FLORES MAGON L7,2026,junio,19,1
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AMARILLO",110080003,CEDIS CDMX,1721,MACROPAY VERACRUZ AV MATAMOROS NORTE,2026,junio,22,1
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AMARILLO",110080003,CEDIS CDMX,1747,MACROPAY TOLUCA HIDALGO MOTOS,2026,mayo,31,1
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AMARILLO",110080003,CEDIS CDMX,1779,MACROPAY HUAJUAPAN CENTRO,2026,junio,4,1
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AMARILLO",110080003,CEDIS MID,1030,MACROPAY CHT PLAZA BAHIA,2026,junio,4,1
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AMARILLO",110080003,CEDIS MID,1071,MACROPAY CUN PLAZA 2000 PB,2026,mayo,31,1
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AMARILLO",110080003,CEDIS MID,1079,MACROPAY CUN ARCO NORTE,2026,junio,26,1
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AMARILLO",110080003,CEDIS MID,1100,MACROPAY MID MOTOS CALLE 56,2026,junio,20,1
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AMARILLO",110080003,CEDIS MID,1877,MACROPAY CUN CHEDRAUI MUNDO MAYA,2026,junio,6,1
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AMARILLO",110080003,CEDIS MID,1877,MACROPAY CUN CHEDRAUI MUNDO MAYA,2026,junio,7,1
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AMARILLO",110080003,CEDIS MID,2003,MACROPAY CUN PLAZA 2000 PA L09,2026,junio,13,1
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AMARILLO",110080003,CEDIS MID,2009,MACROPAY PLAYA CENTRO MAYA L36,2026,mayo,31,1
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AMARILLO",110080003,CEDIS TAB PXGL,1114,MACROPAY PARAISO OCAMPO,2026,junio,11,1
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AMARILLO",110080003,CEDIS TAB PXGL,1860,MACROPAY JUAN RODRIGUEZ VER CENTRO,2026,junio,11,1
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AMARILLO",110080003,CEDIS TAB PXGL,1868,MACROPAY MATIAS ROMERO MOTOS CENTRO,2026,mayo,30,1
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AMARILLO",110080003,CEDIS TAB PXGL,1875,MACROPAY TUX MOTOS NOVENA SUR,2026,mayo,27,1
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AMARILLO",110080003,CEDIS TAB PXGL,1901,MACROPAY MACUSPANA MOTOS,2026,junio,26,1
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AZUL",110080001,CEDIS CDMX,1202,MACROPAY BANDERILLA JUAREZ,2026,junio,17,1
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AZUL",110080001,CEDIS CDMX,1301,MACROPAY CHIMALHUACAN PLAZA L48,2026,junio,23,1
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AZUL",110080001,CEDIS CDMX,1400,MACROPAY TLALNEPANTLA ENCUENTRO L29,2026,junio,18,1
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AZUL",110080001,CEDIS CDMX,1407,MACROPAY COACALCO COSMOPOL LE125,2026,julio,10,1
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AZUL",110080001,CEDIS CDMX,1558,MACROPAY CDMX PARQUE JARDIN LB05,2026,julio,1,1
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AZUL",110080001,CEDIS CDMX,1705,MACROPAY TOLUCA CENTRO MATAMOROS 215,2026,junio,26,1
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AZUL",110080001,CEDIS CDMX,1747,MACROPAY TOLUCA HIDALGO MOTOS,2026,julio,11,1
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AZUL",110080001,CEDIS CDMX,1747,MACROPAY TOLUCA HIDALGO MOTOS,2026,julio,12,1
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AZUL",110080001,CEDIS CDMX,1800,MACROPAY CDMX CHEDRAUI AJUSCO L34D,2026,junio,18,1
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AZUL",110080001,CEDIS CDMX,1881,MACROPAY ORIZABA NORTE 4 ESQ OTE 3,2026,junio,21,1
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AZUL",110080001,CEDIS CDMX,1881,MACROPAY ORIZABA NORTE 4 ESQ OTE 3,2026,julio,12,0
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AZUL",110080001,CEDIS CULIACAN,1865,MACROPAY DURANGO CENTRO,2026,julio,13,1
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AZUL",110080001,CEDIS GDL,1812,MACROPAY MICH LAZARO CARDENAS CENTRO,2026,julio,18,1
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AZUL",110080001,CEDIS GDL,1816,MACROPAY URUAPAN CENTRO,2026,julio,11,1
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AZUL",110080001,CEDIS MID,1004,MACROPAY MID CALLE 56,2026,junio,20,1
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AZUL",110080001,CEDIS MID,1074,MACROPAY MID MONTEPIO,2026,junio,23,1
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AZUL",110080001,CEDIS MID,1093,MACROPAY PETO CALLE 31,2026,junio,21,1
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AZUL",110080001,CEDIS MID,1104,MACROPAY PLAYA VILLAS DEL SOL L25,2026,junio,20,1
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AZUL",110080001,CEDIS MID,1738,MACROPAY CHT MOTOS OTHON,2026,junio,23,1
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AZUL",110080001,CEDIS MID,1877,MACROPAY CUN CHEDRAUI MUNDO MAYA,2026,junio,20,1
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AZUL",110080001,CEDIS MID,1877,MACROPAY CUN CHEDRAUI MUNDO MAYA,2026,junio,29,1
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AZUL",110080001,CEDIS MID,1909,MACROPAY PLAYA AV JUAREZ PLUS,2026,junio,27,1
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AZUL",110080001,CEDIS MID,2012,MACROPAY CUN MULTIPLAZA PLAZA B3,2026,junio,25,1
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AZUL",110080001,CEDIS MID,3003,MACROPAY PLAYA DEL C. AMERICAS L23,2026,junio,20,1
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AZUL",110080001,CEDIS SAN LUIS,1522,MACROPAY SLP HIDALGO,2026,julio,10,1
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AZUL",110080001,CEDIS SAN LUIS,1784,MACROPAY SAN LUIS DE LA PAZ RAYON,2026,julio,11,1
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AZUL",110080001,CEDIS SAN LUIS,1857,MACROPAY AGUASCALIENTES V ASUNCION,2026,julio,5,1
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AZUL",110080001,CEDIS SAN LUIS,1892,MACROPAY CELAYA PARQUE LB16,2026,julio,20,1
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AZUL",110080001,CEDIS TAB PXGL,1211,MACROPAY COMALCALCO CHEDRAUI L 2,2026,junio,30,1
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AZUL",110080001,CEDIS TAB PXGL,1211,MACROPAY COMALCALCO CHEDRAUI L 2,2026,julio,1,1
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AZUL",110080001,CEDIS TAB PXGL,1429,MACROPAY COATZACOALCOS JUAREZ,2026,julio,3,1
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AZUL",110080001,CEDIS TAB PXGL,1604,MACROPAY OCOZOCOAUTLA PLAZA COITA L13,2026,julio,5,1
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AZUL",110080001,CEDIS TAB PXGL,1760,MACROPAY VERACRUZ CD ISLA RAUL SANDOVAL,2026,julio,2,1
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AZUL",110080001,CEDIS TAB PXGL,1791,MACROPAY CHI REFORMA CENTRO,2026,julio,25,1
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AZUL",110080001,CEDIS TAB PXGL,1819,MACROPAY PARAISO CENTRO,2026,junio,23,1
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AZUL",110080001,CEDIS TAB PXGL,1860,MACROPAY JUAN RODRIGUEZ VER CENTRO,2026,julio,2,1
BAJAJ,"MOTO BAJAJ PULSAR N 250CC UG, AZUL",110080001,CEDIS TAB PXGL,1868,MACROPAY MATIAS ROMERO MOTOS CENTRO,2026,julio,1,1
